rep_id,learners,time,langval_all,prop_biased
89,SAM,150 iterations,0.1451,100% biased agents
95,SAM,50 iterations,0.1381,100% biased agents
93,SAM,50 iterations,0.1294,100% biased agents
96,SAM,100 iterations,0.1441,100% biased agents
87,SAM,150 iterations,0.1439,100% biased agents
98,SAM,50 iterations,0.1295,100% biased agents
94,SAM,150 iterations,0.1436,100% biased agents
93,SAM,100 iterations,0.134,100% biased agents
89,SAM,200 iterations,0.1474,100% biased agents
96,SAM,150 iterations,0.1445,100% biased agents
98,SAM,100 iterations,0.1302,100% biased agents
101,MAP,50 iterations,0.1264,100% biased agents
86,SAM,200 iterations,0.1473,100% biased agents
104,MAP,50 iterations,0.1268,100% biased agents
94,SAM,200 iterations,0.1463,100% biased agents
97,SAM,50 iterations,0.134,100% biased agents
95,SAM,100 iterations,0.1472,100% biased agents
100,SAM,50 iterations,0.1402,100% biased agents
87,SAM,200 iterations,0.1421,100% biased agents
106,MAP,50 iterations,0.13,100% biased agents
93,SAM,150 iterations,0.1371,100% biased agents
99,SAM,50 iterations,0.1475,100% biased agents
96,SAM,200 iterations,0.1431,100% biased agents
98,SAM,150 iterations,0.1327,100% biased agents
101,MAP,100 iterations,0.1295,100% biased agents
103,MAP,50 iterations,0.1354,100% biased agents
109,MAP,50 iterations,0.1236,100% biased agents
107,MAP,50 iterations,0.1378,100% biased agents
102,MAP,50 iterations,0.1398,100% biased agents
104,MAP,100 iterations,0.1289,100% biased agents
106,MAP,100 iterations,0.1269,100% biased agents
93,SAM,200 iterations,0.139,100% biased agents
97,SAM,100 iterations,0.1348,100% biased agents
100,SAM,100 iterations,0.1355,100% biased agents
98,SAM,200 iterations,0.1328,100% biased agents
110,MAP,50 iterations,0.1368,100% biased agents
101,MAP,150 iterations,0.1308,100% biased agents
95,SAM,150 iterations,0.1469,100% biased agents
99,SAM,100 iterations,0.1513,100% biased agents
105,MAP,50 iterations,0.1356,100% biased agents
112,MAP,50 iterations,0.1434,100% biased agents
108,MAP,50 iterations,0.1311,100% biased agents
104,MAP,150 iterations,0.1288,100% biased agents
106,MAP,150 iterations,0.1279,100% biased agents
103,MAP,100 iterations,0.1333,100% biased agents
111,MAP,50 iterations,0.145,100% biased agents
107,MAP,100 iterations,0.136,100% biased agents
102,MAP,100 iterations,0.1474,100% biased agents
101,MAP,200 iterations,0.1303,100% biased agents
100,SAM,150 iterations,0.1363,100% biased agents
109,MAP,100 iterations,0.116,100% biased agents
114,MAP,50 iterations,0.1398,100% biased agents
97,SAM,150 iterations,0.1333,100% biased agents
110,MAP,100 iterations,0.1356,100% biased agents
104,MAP,200 iterations,0.125,100% biased agents
95,SAM,200 iterations,0.1481,100% biased agents
112,MAP,100 iterations,0.1499,100% biased agents
99,SAM,150 iterations,0.1551,100% biased agents
105,MAP,100 iterations,0.1345,100% biased agents
106,MAP,200 iterations,0.1279,100% biased agents
107,MAP,150 iterations,0.1349,100% biased agents
103,MAP,150 iterations,0.133,100% biased agents
108,MAP,100 iterations,0.1298,100% biased agents
116,MAP,50 iterations,0.1398,100% biased agents
111,MAP,100 iterations,0.1454,100% biased agents
115,MAP,50 iterations,0.1466,100% biased agents
102,MAP,150 iterations,0.1466,100% biased agents
109,MAP,150 iterations,0.1173,100% biased agents
100,SAM,200 iterations,0.1367,100% biased agents
113,MAP,50 iterations,0.1409,100% biased agents
110,MAP,150 iterations,0.1361,100% biased agents
112,MAP,150 iterations,0.1461,100% biased agents
97,SAM,200 iterations,0.1362,100% biased agents
117,MAP,50 iterations,0.1318,100% biased agents
114,MAP,100 iterations,0.1376,100% biased agents
99,SAM,200 iterations,0.1539,100% biased agents
103,MAP,200 iterations,0.1336,100% biased agents
116,MAP,100 iterations,0.1388,100% biased agents
107,MAP,200 iterations,0.1343,100% biased agents
108,MAP,150 iterations,0.1338,100% biased agents
105,MAP,150 iterations,0.1356,100% biased agents
102,MAP,200 iterations,0.1463,100% biased agents
117,MAP,100 iterations,0.129,100% biased agents
115,MAP,100 iterations,0.1488,100% biased agents
111,MAP,150 iterations,0.1467,100% biased agents
118,MAP,50 iterations,0.1278,100% biased agents
109,MAP,200 iterations,0.1167,100% biased agents
110,MAP,200 iterations,0.137,100% biased agents
114,MAP,150 iterations,0.1327,100% biased agents
113,MAP,100 iterations,0.142,100% biased agents
112,MAP,200 iterations,0.1466,100% biased agents
120,MAP,50 iterations,0.1279,100% biased agents
108,MAP,200 iterations,0.1323,100% biased agents
117,MAP,150 iterations,0.1282,100% biased agents
119,MAP,50 iterations,0.1359,100% biased agents
115,MAP,150 iterations,0.1487,100% biased agents
118,MAP,100 iterations,0.1259,100% biased agents
116,MAP,150 iterations,0.1384,100% biased agents
105,MAP,200 iterations,0.1379,100% biased agents
111,MAP,200 iterations,0.1452,100% biased agents
121,MAP,50 iterations,0.1299,100% biased agents
120,MAP,100 iterations,0.1273,100% biased agents
113,MAP,150 iterations,0.143,100% biased agents
124,MAP,50 iterations,0.1357,100% biased agents
117,MAP,200 iterations,0.129,100% biased agents
125,MAP,50 iterations,0.1286,100% biased agents
126,MAP,50 iterations,0.1372,100% biased agents
123,MAP,50 iterations,0.1342,100% biased agents
122,MAP,50 iterations,0.1378,100% biased agents
115,MAP,200 iterations,0.1627,100% biased agents
118,MAP,150 iterations,0.1235,100% biased agents
114,MAP,200 iterations,0.1326,100% biased agents
127,MAP,50 iterations,0.131,100% biased agents
116,MAP,200 iterations,0.1378,100% biased agents
128,MAP,50 iterations,0.1326,100% biased agents
120,MAP,150 iterations,0.1226,100% biased agents
121,MAP,100 iterations,0.1306,100% biased agents
129,MAP,50 iterations,0.1358,100% biased agents
113,MAP,200 iterations,0.1449,100% biased agents
130,MAP,50 iterations,0.1397,100% biased agents
118,MAP,200 iterations,0.1206,100% biased agents
124,MAP,100 iterations,0.1365,100% biased agents
125,MAP,100 iterations,0.1279,100% biased agents
122,MAP,100 iterations,0.1395,100% biased agents
128,MAP,100 iterations,0.1329,100% biased agents
127,MAP,100 iterations,0.1304,100% biased agents
126,MAP,100 iterations,0.1358,100% biased agents
120,MAP,200 iterations,0.1245,100% biased agents
131,MAP,50 iterations,0.1335,100% biased agents
119,MAP,100 iterations,0.1357,100% biased agents
129,MAP,100 iterations,0.1402,100% biased agents
136,MAP,50 iterations,0.1318,100% biased agents
132,MAP,50 iterations,0.1258,100% biased agents
135,MAP,50 iterations,0.1333,100% biased agents
121,MAP,150 iterations,0.133,100% biased agents
123,MAP,100 iterations,0.1285,100% biased agents
124,MAP,150 iterations,0.1356,100% biased agents
133,MAP,50 iterations,0.1301,100% biased agents
125,MAP,150 iterations,0.1262,100% biased agents
128,MAP,150 iterations,0.1346,100% biased agents
134,MAP,50 iterations,0.131,100% biased agents
130,MAP,100 iterations,0.1373,100% biased agents
127,MAP,150 iterations,0.1312,100% biased agents
122,MAP,150 iterations,0.1385,100% biased agents
129,MAP,150 iterations,0.1438,100% biased agents
126,MAP,150 iterations,0.1352,100% biased agents
136,MAP,100 iterations,0.1313,100% biased agents
138,MAP,50 iterations,0.1328,100% biased agents
135,MAP,100 iterations,0.1337,100% biased agents
137,MAP,50 iterations,0.1412,100% biased agents
119,MAP,150 iterations,0.1384,100% biased agents
121,MAP,200 iterations,0.1328,100% biased agents
131,MAP,100 iterations,0.1319,100% biased agents
123,MAP,150 iterations,0.1312,100% biased agents
132,MAP,100 iterations,0.1277,100% biased agents
133,MAP,100 iterations,0.1294,100% biased agents
134,MAP,100 iterations,0.1317,100% biased agents
128,MAP,200 iterations,0.1354,100% biased agents
124,MAP,200 iterations,0.1343,100% biased agents
129,MAP,200 iterations,0.1443,100% biased agents
127,MAP,200 iterations,0.1293,100% biased agents
135,MAP,150 iterations,0.1351,100% biased agents
136,MAP,150 iterations,0.1312,100% biased agents
139,MAP,50 iterations,0.1356,100% biased agents
138,MAP,100 iterations,0.1288,100% biased agents
126,MAP,200 iterations,0.1364,100% biased agents
130,MAP,150 iterations,0.1404,100% biased agents
122,MAP,200 iterations,0.1383,100% biased agents
123,MAP,200 iterations,0.1306,100% biased agents
119,MAP,200 iterations,0.1362,100% biased agents
133,MAP,150 iterations,0.1301,100% biased agents
125,MAP,200 iterations,0.1244,100% biased agents
131,MAP,150 iterations,0.1329,100% biased agents
137,MAP,100 iterations,0.1366,100% biased agents
132,MAP,150 iterations,0.126,100% biased agents
134,MAP,150 iterations,0.1339,100% biased agents
136,MAP,200 iterations,0.1303,100% biased agents
138,MAP,150 iterations,0.1254,100% biased agents
135,MAP,200 iterations,0.1324,100% biased agents
139,MAP,100 iterations,0.1372,100% biased agents
130,MAP,200 iterations,0.1408,100% biased agents
133,MAP,200 iterations,0.132,100% biased agents
143,MAP,50 iterations,0.1376,100% biased agents
134,MAP,200 iterations,0.1288,100% biased agents
140,MAP,50 iterations,0.144,100% biased agents
138,MAP,200 iterations,0.1269,100% biased agents
137,MAP,150 iterations,0.1348,100% biased agents
142,MAP,50 iterations,0.137,100% biased agents
131,MAP,200 iterations,0.1319,100% biased agents
132,MAP,200 iterations,0.1242,100% biased agents
145,MAP,50 iterations,0.1278,100% biased agents
150,MAP,50 iterations,0.1304,100% biased agents
146,MAP,50 iterations,0.1468,100% biased agents
141,MAP,50 iterations,0.1315,100% biased agents
139,MAP,150 iterations,0.137,100% biased agents
143,MAP,100 iterations,0.1353,100% biased agents
147,MAP,50 iterations,0.136,100% biased agents
148,MAP,50 iterations,0.1373,100% biased agents
144,MAP,50 iterations,0.1334,100% biased agents
151,MAP,50 iterations,0.1421,100% biased agents
137,MAP,200 iterations,0.1349,100% biased agents
142,MAP,100 iterations,0.1326,100% biased agents
140,MAP,100 iterations,0.1426,100% biased agents
139,MAP,200 iterations,0.1383,100% biased agents
150,MAP,100 iterations,0.1299,100% biased agents
154,MAP,50 iterations,0.136,100% biased agents
153,MAP,50 iterations,0.1371,100% biased agents
146,MAP,100 iterations,0.1453,100% biased agents
145,MAP,100 iterations,0.1315,100% biased agents
141,MAP,100 iterations,0.1299,100% biased agents
143,MAP,150 iterations,0.1309,100% biased agents
149,MAP,50 iterations,0.1315,100% biased agents
152,MAP,50 iterations,0.1479,100% biased agents
144,MAP,100 iterations,0.1327,100% biased agents
148,MAP,100 iterations,0.1417,100% biased agents
151,MAP,100 iterations,0.1417,100% biased agents
155,MAP,50 iterations,0.134,100% biased agents
153,MAP,100 iterations,0.133,100% biased agents
147,MAP,100 iterations,0.1362,100% biased agents
142,MAP,150 iterations,0.1314,100% biased agents
140,MAP,150 iterations,0.1424,100% biased agents
154,MAP,100 iterations,0.1463,100% biased agents
157,MAP,50 iterations,0.1379,100% biased agents
143,MAP,200 iterations,0.1271,100% biased agents
146,MAP,150 iterations,0.1429,100% biased agents
150,MAP,150 iterations,0.1268,100% biased agents
149,MAP,100 iterations,0.1341,100% biased agents
156,MAP,50 iterations,0.1335,100% biased agents
158,MAP,50 iterations,0.1337,100% biased agents
159,MAP,50 iterations,0.1284,100% biased agents
153,MAP,150 iterations,0.134,100% biased agents
144,MAP,150 iterations,0.1319,100% biased agents
141,MAP,150 iterations,0.1351,100% biased agents
151,MAP,150 iterations,0.1433,100% biased agents
142,MAP,200 iterations,0.1305,100% biased agents
148,MAP,150 iterations,0.1391,100% biased agents
155,MAP,100 iterations,0.1325,100% biased agents
145,MAP,150 iterations,0.1337,100% biased agents
152,MAP,100 iterations,0.1405,100% biased agents
140,MAP,200 iterations,0.1424,100% biased agents
154,MAP,150 iterations,0.1472,100% biased agents
147,MAP,150 iterations,0.1376,100% biased agents
150,MAP,200 iterations,0.1233,100% biased agents
146,MAP,200 iterations,0.1474,100% biased agents
149,MAP,150 iterations,0.1342,100% biased agents
153,MAP,200 iterations,0.134,100% biased agents
157,MAP,100 iterations,0.1425,100% biased agents
159,MAP,100 iterations,0.1258,100% biased agents
144,MAP,200 iterations,0.1332,100% biased agents
156,MAP,100 iterations,0.1339,100% biased agents
145,MAP,200 iterations,0.1342,100% biased agents
155,MAP,150 iterations,0.1322,100% biased agents
141,MAP,200 iterations,0.1392,100% biased agents
160,MAP,50 iterations,0.1315,100% biased agents
151,MAP,200 iterations,0.1449,100% biased agents
154,MAP,200 iterations,0.1489,100% biased agents
158,MAP,100 iterations,0.1332,100% biased agents
148,MAP,200 iterations,0.1375,100% biased agents
159,MAP,150 iterations,0.1203,100% biased agents
152,MAP,150 iterations,0.1374,100% biased agents
157,MAP,150 iterations,0.146,100% biased agents
155,MAP,200 iterations,0.1347,100% biased agents
163,MAP,50 iterations,0.1254,100% biased agents
161,MAP,50 iterations,0.1354,100% biased agents
149,MAP,200 iterations,0.1352,100% biased agents
160,MAP,100 iterations,0.1294,100% biased agents
156,MAP,150 iterations,0.134,100% biased agents
147,MAP,200 iterations,0.1376,100% biased agents
158,MAP,150 iterations,0.1303,100% biased agents
164,MAP,50 iterations,0.1295,100% biased agents
166,MAP,50 iterations,0.1394,100% biased agents
165,MAP,50 iterations,0.1433,100% biased agents
169,MAP,50 iterations,0.1304,100% biased agents
162,MAP,50 iterations,0.1356,100% biased agents
167,MAP,50 iterations,0.1314,100% biased agents
159,MAP,200 iterations,0.1249,100% biased agents
160,MAP,150 iterations,0.1296,100% biased agents
163,MAP,100 iterations,0.1259,100% biased agents
170,MAP,50 iterations,0.1305,100% biased agents
152,MAP,200 iterations,0.1394,100% biased agents
157,MAP,200 iterations,0.1437,100% biased agents
161,MAP,100 iterations,0.1348,100% biased agents
168,MAP,50 iterations,0.1327,100% biased agents
164,MAP,100 iterations,0.1328,100% biased agents
166,MAP,100 iterations,0.141,100% biased agents
165,MAP,100 iterations,0.1423,100% biased agents
171,MAP,50 iterations,0.1252,100% biased agents
156,MAP,200 iterations,0.1344,100% biased agents
158,MAP,200 iterations,0.1306,100% biased agents
169,MAP,100 iterations,0.1268,100% biased agents
173,MAP,50 iterations,0.1363,100% biased agents
167,MAP,100 iterations,0.1279,100% biased agents
162,MAP,100 iterations,0.1391,100% biased agents
163,MAP,150 iterations,0.1231,100% biased agents
174,MAP,50 iterations,0.1342,100% biased agents
160,MAP,200 iterations,0.1294,100% biased agents
170,MAP,100 iterations,0.1292,100% biased agents
165,MAP,150 iterations,0.1402,100% biased agents
161,MAP,150 iterations,0.1356,100% biased agents
172,MAP,50 iterations,0.1444,100% biased agents
166,MAP,150 iterations,0.1436,100% biased agents
164,MAP,150 iterations,0.1347,100% biased agents
169,MAP,150 iterations,0.1291,100% biased agents
168,MAP,100 iterations,0.1307,100% biased agents
173,MAP,100 iterations,0.1362,100% biased agents
167,MAP,150 iterations,0.1257,100% biased agents
175,MAP,50 iterations,0.1332,100% biased agents
163,MAP,200 iterations,0.1225,100% biased agents
171,MAP,100 iterations,0.1247,100% biased agents
165,MAP,200 iterations,0.1425,100% biased agents
162,MAP,150 iterations,0.136,100% biased agents
174,MAP,100 iterations,0.1337,100% biased agents
170,MAP,150 iterations,0.1325,100% biased agents
164,MAP,200 iterations,0.1348,100% biased agents
166,MAP,200 iterations,0.142,100% biased agents
176,MAP,50 iterations,0.1329,100% biased agents
161,MAP,200 iterations,0.1342,100% biased agents
177,MAP,50 iterations,0.1255,100% biased agents
172,MAP,100 iterations,0.1513,100% biased agents
169,MAP,200 iterations,0.131,100% biased agents
173,MAP,150 iterations,0.1346,100% biased agents
175,MAP,100 iterations,0.1329,100% biased agents
178,MAP,50 iterations,0.1274,100% biased agents
168,MAP,150 iterations,0.1323,100% biased agents
179,MAP,50 iterations,0.1348,100% biased agents
162,MAP,200 iterations,0.1348,100% biased agents
167,MAP,200 iterations,0.126,100% biased agents
180,MAP,50 iterations,0.1398,100% biased agents
171,MAP,150 iterations,0.1264,100% biased agents
170,MAP,200 iterations,0.1339,100% biased agents
176,MAP,100 iterations,0.1336,100% biased agents
181,MAP,50 iterations,0.1422,100% biased agents
174,MAP,150 iterations,0.1352,100% biased agents
177,MAP,100 iterations,0.1225,100% biased agents
175,MAP,150 iterations,0.1312,100% biased agents
173,MAP,200 iterations,0.1367,100% biased agents
168,MAP,200 iterations,0.135,100% biased agents
172,MAP,150 iterations,0.1532,100% biased agents
182,MAP,50 iterations,0.1386,100% biased agents
179,MAP,100 iterations,0.129,100% biased agents
178,MAP,100 iterations,0.1283,100% biased agents
180,MAP,100 iterations,0.1396,100% biased agents
184,MAP,50 iterations,0.1316,100% biased agents
171,MAP,200 iterations,0.1267,100% biased agents
176,MAP,150 iterations,0.1398,100% biased agents
174,MAP,200 iterations,0.1327,100% biased agents
181,MAP,100 iterations,0.1434,100% biased agents
177,MAP,150 iterations,0.1228,100% biased agents
183,MAP,50 iterations,0.1402,100% biased agents
185,MAP,50 iterations,0.1332,100% biased agents
175,MAP,200 iterations,0.1313,100% biased agents
172,MAP,200 iterations,0.1508,100% biased agents
182,MAP,100 iterations,0.1417,100% biased agents
186,MAP,50 iterations,0.127,100% biased agents
189,MAP,50 iterations,0.1257,100% biased agents
188,MAP,50 iterations,0.1344,100% biased agents
187,MAP,50 iterations,0.1307,100% biased agents
179,MAP,150 iterations,0.1269,100% biased agents
184,MAP,100 iterations,0.133,100% biased agents
178,MAP,150 iterations,0.1276,100% biased agents
182,MAP,150 iterations,0.1382,100% biased agents
181,MAP,150 iterations,0.1423,100% biased agents
180,MAP,150 iterations,0.1403,100% biased agents
185,MAP,100 iterations,0.1334,100% biased agents
176,MAP,200 iterations,0.1423,100% biased agents
183,MAP,100 iterations,0.1431,100% biased agents
186,MAP,100 iterations,0.129,100% biased agents
177,MAP,200 iterations,0.1217,100% biased agents
189,MAP,100 iterations,0.1232,100% biased agents
191,MAP,50 iterations,0.1348,100% biased agents
190,MAP,50 iterations,0.1293,100% biased agents
193,MAP,50 iterations,0.1377,100% biased agents
188,MAP,100 iterations,0.1312,100% biased agents
194,MAP,50 iterations,0.1453,100% biased agents
192,MAP,50 iterations,0.1382,100% biased agents
187,MAP,100 iterations,0.134,100% biased agents
184,MAP,150 iterations,0.1355,100% biased agents
179,MAP,200 iterations,0.1257,100% biased agents
182,MAP,200 iterations,0.1359,100% biased agents
195,MAP,50 iterations,0.1265,100% biased agents
181,MAP,200 iterations,0.1424,100% biased agents
185,MAP,150 iterations,0.1343,100% biased agents
180,MAP,200 iterations,0.139,100% biased agents
186,MAP,150 iterations,0.1294,100% biased agents
183,MAP,150 iterations,0.1402,100% biased agents
189,MAP,150 iterations,0.1211,100% biased agents
190,MAP,100 iterations,0.1259,100% biased agents
191,MAP,100 iterations,0.1338,100% biased agents
178,MAP,200 iterations,0.1276,100% biased agents
193,MAP,100 iterations,0.139,100% biased agents
194,MAP,100 iterations,0.1477,100% biased agents
196,MAP,50 iterations,0.1306,100% biased agents
188,MAP,150 iterations,0.1332,100% biased agents
184,MAP,200 iterations,0.1346,100% biased agents
195,MAP,100 iterations,0.127,100% biased agents
192,MAP,100 iterations,0.1367,100% biased agents
183,MAP,200 iterations,0.1395,100% biased agents
185,MAP,200 iterations,0.1329,100% biased agents
189,MAP,200 iterations,0.1224,100% biased agents
187,MAP,150 iterations,0.1317,100% biased agents
186,MAP,200 iterations,0.1318,100% biased agents
197,MAP,50 iterations,0.1373,100% biased agents
190,MAP,150 iterations,0.1275,100% biased agents
191,MAP,150 iterations,0.1306,100% biased agents
199,MAP,50 iterations,0.1344,100% biased agents
198,MAP,50 iterations,0.1395,100% biased agents
200,MAP,50 iterations,0.1425,100% biased agents
193,MAP,150 iterations,0.1417,100% biased agents
194,MAP,150 iterations,0.1507,100% biased agents
196,MAP,100 iterations,0.1272,100% biased agents
188,MAP,200 iterations,0.1357,100% biased agents
195,MAP,150 iterations,0.1301,100% biased agents
192,MAP,150 iterations,0.1367,100% biased agents
187,MAP,200 iterations,0.131,100% biased agents
199,MAP,100 iterations,0.136,100% biased agents
197,MAP,100 iterations,0.1344,100% biased agents
190,MAP,200 iterations,0.1286,100% biased agents
191,MAP,200 iterations,0.1323,100% biased agents
200,MAP,100 iterations,0.1384,100% biased agents
193,MAP,200 iterations,0.1437,100% biased agents
198,MAP,100 iterations,0.1424,100% biased agents
194,MAP,200 iterations,0.1502,100% biased agents
196,MAP,150 iterations,0.1281,100% biased agents
195,MAP,200 iterations,0.1272,100% biased agents
199,MAP,150 iterations,0.1374,100% biased agents
197,MAP,150 iterations,0.1322,100% biased agents
200,MAP,150 iterations,0.1407,100% biased agents
192,MAP,200 iterations,0.136,100% biased agents
198,MAP,150 iterations,0.1402,100% biased agents
199,MAP,200 iterations,0.1407,100% biased agents
197,MAP,200 iterations,0.1334,100% biased agents
196,MAP,200 iterations,0.1279,100% biased agents
200,MAP,200 iterations,0.1424,100% biased agents
198,MAP,200 iterations,0.1431,100% biased agents
